"State Abbreviation","State Name","Reporting Period","State Expanded Medicaid","Preliminary or Updated","Final Report","New Applications Submitted to Medicaid and CHIP Agencies","New Applications Submitted to Medicaid and CHIP Agencies - footnotes","Applications for Financial Assistance Submitted to the State Based Marketplace","Applications for Financial Assistance Submitted to the State Based Marketplace - footnotes","Total Applications for Financial Assistance Submitted at State Level","Total Applications for Financial Assistance Submitted at State Level - footnotes","Individuals Determined Eligible for Medicaid at Application","Individuals Determined Eligible for Medicaid at Application - footnotes","Individuals Determined Eligible for CHIP at Application","Individuals Determined Eligible for CHIP at Application - footnotes","Total Medicaid and CHIP Determinations","Total Medicaid and CHIP Determinations - footnotes","Medicaid and CHIP Child Enrollment","Medicaid and CHIP Child Enrollment - footnotes","Total Medicaid and CHIP Enrollment","Total Medicaid and CHIP Enrollment - footnotes","Total Medicaid Enrollment","Total Medicaid Enrollment - footnotes","Total CHIP Enrollment","Total CHIP Enrollment - footnotes","Total Adult Medicaid Enrollment","Total Adult Medicaid Enrollment - footnotes","Total Medicaid and CHIP Determinations Processed in Less than 24 Hours","Total Medicaid and CHIP Determinations Processed in Less than 24 Hours - footnotes","Total Medicaid and CHIP Determinations Processed Between 24 Hours and 7 Days","Total Medicaid and CHIP Determinations Processed Between 24 Hours and 7 Days - footnotes","Total Medicaid and CHIP Determinations Processed Between 8 Days and 30 Days","Total Medicaid and CHIP Determinations Processed Between 8 Days and 30 Days - footnotes","Total Medicaid and CHIP Determinations Processed between 31 days and 45 days","Total Medicaid and CHIP Determinations Processed between 31 days and 45 days - footnotes","Total Medicaid and CHIP Determinations Processed in More than 45 Days","Total Medicaid and CHIP Determinations Processed in More than 45 Days - footnotes","Total Call Center Volume (Number of Calls)","Total Call Center Volume (Number of Calls) - footnotes","Average Call Center Wait Time (Minutes)","Average Call Center Wait Time (Minutes) - footnotes","Average Call Center Abandonment Rate","Average Call Center Abandonment Rate - footnotes"
FL,Florida,201709,N,P,N,344688,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,344688,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",106671,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",16052,,122723,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2544326,,3806151,,3607546,,198605,,,,,,,,,,,,,,,,,,,
FL,Florida,201709,N,U,Y,344688,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,344688,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",106671,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",16052,,122723,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2544326,,3806151,,3607546,,198605,,,,,,,,,,,,,,,,,,,
FL,Florida,201710,N,P,N,315907,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,315907,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",123492,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",18747,,142239,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2565652,,3839336,,3644087,,195249,,,,,,,,,,,,,,,,,,,
FL,Florida,201710,N,U,Y,315907,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,315907,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",123492,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",18747,,142239,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2565652,,3839336,,3644087,,195249,,,,,,,,,,,,,,,,,,,
FL,Florida,201711,N,P,N,248287,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,248287,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",137235,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",23557,,160792,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2548960,,3810911,,3610069,,200842,,,,,,,,,,,,,,,,,,,
FL,Florida,201711,N,U,Y,248287,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,248287,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",137235,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",23557,,160792,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2548960,,3810911,,3610069,,200842,,,,,,,,,,,,,,,,,,,
FL,Florida,201712,N,P,N,277235,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,277235,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",160765,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",23133,,183898,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2553249,,3814637,,3615126,,199511,,,,,,,,,,,,,,,,,,,
FL,Florida,201712,N,U,Y,277235,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,277235,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",160765,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",23133,,183898,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2553249,,3814637,,3615126,,199511,,,,,,,,,,,,,,,,,,,
FL,Florida,201801,N,P,N,364722,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,364722,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",173919,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",23791,,197710,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2539151,,3800552,,3602908,,197644,,,,,,,,,,,,,,,,,,,
FL,Florida,201801,N,U,Y,364722,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,364722,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",173919,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",23791,,197710,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2539151,,3800552,,3602908,,197644,,,,,,,,,,,,,,,,,,,
FL,Florida,201802,N,P,N,301836,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,301836,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",174329,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",21896,,196225,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2542830,,3801846,,3600824,,201022,,,,91797,"Incorrectly reporting processing time at application level, as opposed to the individual level",56984,"Incorrectly reporting processing time at application level, as opposed to the individual level",90543,"Incorrectly reporting processing time at application level, as opposed to the individual level",15906,"Incorrectly reporting processing time at application level, as opposed to the individual level",7067,"Incorrectly reporting processing time at application level, as opposed to the individual level",,,,,,
FL,Florida,201802,N,U,Y,301836,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,301836,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",174329,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",21896,,196225,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2542830,,3801846,,3600824,,201022,,,,91797,"Incorrectly reporting processing time at application level, as opposed to the individual level",56984,"Incorrectly reporting processing time at application level, as opposed to the individual level",90543,"Incorrectly reporting processing time at application level, as opposed to the individual level",15906,"Incorrectly reporting processing time at application level, as opposed to the individual level",7067,"Incorrectly reporting processing time at application level, as opposed to the individual level",,,,,,
FL,Florida,201803,N,P,N,276810,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,276810,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",178193,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",23669,,201862,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2528984,,3778635,,3575187,,203448,,,,107309,"Incorrectly reporting processing time at application level, as opposed to the individual level",57286,"Incorrectly reporting processing time at application level, as opposed to the individual level",83424,"Incorrectly reporting processing time at application level, as opposed to the individual level",11617,"Incorrectly reporting processing time at application level, as opposed to the individual level",10515,"Incorrectly reporting processing time at application level, as opposed to the individual level",,,,,,
FL,Florida,201803,N,U,Y,276810,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,276810,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",178193,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",23669,,201862,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2528984,,3778635,,3575187,,203448,,,,107309,"Incorrectly reporting processing time at application level, as opposed to the individual level",57286,"Incorrectly reporting processing time at application level, as opposed to the individual level",83424,"Incorrectly reporting processing time at application level, as opposed to the individual level",11617,"Incorrectly reporting processing time at application level, as opposed to the individual level",10515,"Incorrectly reporting processing time at application level, as opposed to the individual level",,,,,,
FL,Florida,201804,N,P,N,276017,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,276017,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",153899,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",21967,,175866,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2523928,,3768663,,3560556,,208107,,,,92540,"Incorrectly reporting processing time at application level, as opposed to the individual level",55666,"Incorrectly reporting processing time at application level, as opposed to the individual level",60602,"Incorrectly reporting processing time at application level, as opposed to the individual level",9798,"Incorrectly reporting processing time at application level, as opposed to the individual level",9710,"Incorrectly reporting processing time at application level, as opposed to the individual level",,,,,,
FL,Florida,201804,N,U,Y,276017,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,276017,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",153899,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",21967,,175866,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2523928,,3768663,,3560556,,208107,,,,92540,"Incorrectly reporting processing time at application level, as opposed to the individual level",55666,"Incorrectly reporting processing time at application level, as opposed to the individual level",60602,"Incorrectly reporting processing time at application level, as opposed to the individual level",9798,"Incorrectly reporting processing time at application level, as opposed to the individual level",9710,"Incorrectly reporting processing time at application level, as opposed to the individual level",,,,,,
FL,Florida,201805,N,P,N,285820,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,285820,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",160784,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",24498,,185282,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2489247,,3717972,,3506937,,211035,,,,,,,,,,,,,,,,,,,
FL,Florida,201805,N,U,Y,285820,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,285820,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",160784,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",24498,,185282,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2489247,,3717972,,3506937,,211035,,,,,,,,,,,,,,,,,,,
FL,Florida,201806,N,P,N,278643,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,278643,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",194271,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",22652,,216923,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2488968,,3716933,,3503598,,213335,,,,,,,,,,,,,,,,,,,
FL,Florida,201806,N,U,Y,278643,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,278643,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",194271,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",22652,,216923,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2488968,,3716933,,3503598,,213335,,,,,,,,,,,,,,,,,,,
FL,Florida,201807,N,P,N,312278,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,312278,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",190972,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",23065,,214037,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2497262,,3729831,,3513481,,216350,,,,,,,,,,,,,,,,,,,
FL,Florida,201807,N,U,Y,312278,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,312278,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",190972,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",23065,,214037,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2497262,,3729831,,3513481,,216350,,,,,,,,,,,,,,,,,,,
FL,Florida,201808,N,P,N,326143,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,326143,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",195074,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",25086,,220160,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2498479,,3729920,,3509312,,220608,,,,,,,,,,,,,,,,,,,
FL,Florida,201808,N,U,Y,326143,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,326143,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",195074,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",25086,,220160,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2498479,,3729920,,3509312,,220608,,,,,,,,,,,,,,,,,,,
FL,Florida,201809,N,P,N,259678,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,259678,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",168252,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",19725,,187977,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2495011,,3724654,,3499699,,224955,,,,,,,,,,,,,,,,,,,
FL,Florida,201809,N,U,Y,259678,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,259678,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",168252,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",19725,,187977,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2495011,,3724654,,3499699,,224955,,,,,,,,,,,,,,,,,,,
FL,Florida,201810,N,P,N,288896,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,288896,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",167352,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",21845,,189197,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2497413,,3728146,,3503285,,224861,,,,,,,,,,,,,,,,,,,
FL,Florida,201810,N,U,Y,288896,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,288896,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",167352,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",21845,,189197,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2497413,,3728146,,3503285,,224861,,,,,,,,,,,,,,,,,,,
FL,Florida,201811,N,P,N,235358,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,235358,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",174410,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",21471,,195881,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2487442,,3709647,,3482705,,226942,,,,,,,,,,,,,,,,,,,
FL,Florida,201811,N,U,Y,235358,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,235358,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",174410,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",21471,,195881,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2487442,,3709647,,3482705,,226942,,,,,,,,,,,,,,,,,,,
FL,Florida,201812,N,P,N,226089,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,226089,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",157152,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",23804,,180956,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2483564,,3703423,,3476981,,226442,,,,,,,,,,,,,,,,,,,
FL,Florida,201812,N,U,Y,226089,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,226089,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",157152,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",23804,,180956,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2483564,,3703423,,3476981,,226442,,,,,,,,,,,,,,,,,,,
FL,Florida,201901,N,P,N,333583,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,333583,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",182942,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",24840,,207782,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2467917,,3679990,,3450613,,229377,,,,,,,,,,,,,,,,,,,
FL,Florida,201901,N,U,Y,333583,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,333583,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",182942,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",24840,,207782,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2467917,,3679990,,3450613,,229377,,,,,,,,,,,,,,,,,,,
FL,Florida,201902,N,P,N,251794,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,251794,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",201395,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",21669,,223064,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2465449,,3678155,,3444643,,233512,,,,109619,"Incorrectly reporting processing time at application level, as opposed to the individual level",82407,"Incorrectly reporting processing time at application level, as opposed to the individual level",102417,"Incorrectly reporting processing time at application level, as opposed to the individual level",12607,"Incorrectly reporting processing time at application level, as opposed to the individual level",6132,"Incorrectly reporting processing time at application level, as opposed to the individual level",,,,,,
FL,Florida,201902,N,U,Y,251794,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,251794,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",201395,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",21669,,223064,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2465449,,3678155,,3444643,,233512,,,,109619,"Incorrectly reporting processing time at application level, as opposed to the individual level",82407,"Incorrectly reporting processing time at application level, as opposed to the individual level",102417,"Incorrectly reporting processing time at application level, as opposed to the individual level",12607,"Incorrectly reporting processing time at application level, as opposed to the individual level",6132,"Incorrectly reporting processing time at application level, as opposed to the individual level",,,,,,
FL,Florida,201903,N,P,N,251925,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,251925,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",172800,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",22702,,195502,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2448784,,3655668,,3423439,,232229,,,,109212,"Incorrectly reporting processing time at application level, as opposed to the individual level",68941,"Incorrectly reporting processing time at application level, as opposed to the individual level",83636,"Incorrectly reporting processing time at application level, as opposed to the individual level",10192,"Incorrectly reporting processing time at application level, as opposed to the individual level",8698,"Incorrectly reporting processing time at application level, as opposed to the individual level",,,,,,
FL,Florida,201903,N,U,Y,251925,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,251925,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",172800,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",22702,,195502,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2448784,,3655668,,3423439,,232229,,,,109212,"Incorrectly reporting processing time at application level, as opposed to the individual level",68941,"Incorrectly reporting processing time at application level, as opposed to the individual level",83636,"Incorrectly reporting processing time at application level, as opposed to the individual level",10192,"Incorrectly reporting processing time at application level, as opposed to the individual level",8698,"Incorrectly reporting processing time at application level, as opposed to the individual level",,,,,,
FL,Florida,201904,N,P,N,278239,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,278239,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",169823,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",20510,,190333,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2455146,,3662149,,3426817,,235332,,,,109989,"Incorrectly reporting processing time at application level, as opposed to the individual level",71719,"Incorrectly reporting processing time at application level, as opposed to the individual level",78910,"Incorrectly reporting processing time at application level, as opposed to the individual level",11619,"Incorrectly reporting processing time at application level, as opposed to the individual level",9155,"Incorrectly reporting processing time at application level, as opposed to the individual level",,,,,,
FL,Florida,201904,N,U,Y,278239,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,278239,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",169823,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",20510,,190333,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2455146,,3662149,,3426817,,235332,,,,109989,"Incorrectly reporting processing time at application level, as opposed to the individual level",71719,"Incorrectly reporting processing time at application level, as opposed to the individual level",78910,"Incorrectly reporting processing time at application level, as opposed to the individual level",11619,"Incorrectly reporting processing time at application level, as opposed to the individual level",9155,"Incorrectly reporting processing time at application level, as opposed to the individual level",,,,,,
FL,Florida,201905,N,P,N,258610,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,258610,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",166154,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",20694,,186848,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2450258,,3654076,,3417122,,236954,,,,,,,,,,,,,,,,,,,
FL,Florida,201905,N,U,Y,258610,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,258610,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",166154,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",20694,,186848,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2450258,,3654076,,3417122,,236954,,,,,,,,,,,,,,,,,,,
FL,Florida,201906,N,P,N,267353,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,267353,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",163446,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",18646,,182092,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2447218,,3650441,,3412209,,238232,,,,,,,,,,,,,,,,,,,
FL,Florida,201906,N,U,Y,267353,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,267353,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",163446,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",18646,,182092,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2447218,,3650441,,3412209,,238232,,,,,,,,,,,,,,,,,,,
FL,Florida,201907,N,P,N,294310,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,294310,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",178349,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",21513,,199862,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2449430,,3657394,,3420248,,237146,,,,,,,,,,,,,,,,,,,
FL,Florida,201907,N,U,Y,294310,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,294310,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",178349,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",21513,,199862,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2449430,,3657394,,3420248,,237146,,,,,,,,,,,,,,,,,,,
FL,Florida,201908,N,P,N,284481,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,284481,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",185644,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",21109,,206753,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2444994,,3652059,,3412500,,239559,,,,,,,,,,,,,,,,,,,
FL,Florida,201908,N,U,Y,284481,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,284481,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",185644,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",21109,,206753,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2444994,,3652059,,3412500,,239559,,,,,,,,,,,,,,,,,,,
FL,Florida,201909,N,P,N,256111,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,256111,"Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs",152304,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",18044,,170348,"Does Not Include All Determinations for Limited-Benefit Programs Made At Application",2440529,,3648067,,3408446,,239621,,,,,,,,,,,,,,,,,,,
