State,Reporting period,Release date,Metric name ,Value ,Data notes
IL,202312,202403,Total number of beneficiaries due for renewal in the reporting month (Metric 5),279393,
IL,202312,202403,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),185840,
IL,202312,202403,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),166797,
IL,202312,202403,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),19043,
IL,202312,202403,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),7905,R4
IL,202312,202403,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),7351,
IL,202312,202403,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),554,R4
IL,202312,202403,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),85648,
IL,202312,202403,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.6652,
IL,202312,202403,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.597,
IL,202312,202403,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.0682,
IL,202312,202403,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.0283,R4
IL,202312,202403,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.0263,
IL,202312,202403,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.002,R4
IL,202312,202403,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.3066,
IL,202312,202410,Total call center volume (number of calls),274137,C4
IL,202312,202410,Average call center wait time (minutes),24,"C4, C6"
SD,202307,202410,Average call center abandonment rate,,C10
IL,202311,202402,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),203501,
IL,202311,202402,Total number of beneficiaries due for renewal in the reporting month (Metric 5),272042,
IL,202311,202402,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),184243,
IL,202311,202402,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),160303,
IL,202311,202402,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),23940,
IL,202311,202402,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),10338,R4
IL,202311,202402,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),9502,
IL,202311,202402,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),836,R4
IL,202311,202402,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),77461,
IL,202311,202402,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.6773,
IL,202311,202402,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.5893,
IL,202311,202402,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.088,
IL,202311,202402,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.038,R4
IL,202311,202402,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.0349,
IL,202311,202402,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.0031,R4
IL,202311,202402,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.2847,
IL,202311,202410,Total call center volume (number of calls),296120,C4
IL,202311,202410,Average call center wait time (minutes),25,"C4, C6"
TN,202307,202410,Average call center abandonment rate,0.003,"C1, C4"
IL,202310,202401,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),279384,
IL,202310,202401,Total number of beneficiaries due for renewal in the reporting month (Metric 5),293985,
IL,202310,202401,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),173755,
IL,202310,202401,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),129918,
IL,202310,202401,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),43837,
IL,202310,202401,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),20122,R4
IL,202310,202401,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),18490,
IL,202310,202401,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),1632,R4
IL,202310,202401,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),100108,
IL,202310,202401,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.591,
IL,202310,202401,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.4419,
IL,202310,202401,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.1491,
IL,202310,202401,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.0684,R4
IL,202310,202401,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.0629,
IL,202310,202401,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.0056,R4
IL,202310,202401,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.3405,
IL,202310,202410,Total call center volume (number of calls),302117,C4
IL,202310,202410,Average call center wait time (minutes),21,"C4, C6"
TX,202307,202410,Average call center abandonment rate,0.227,"C5, C6"
IL,202309,202312,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),272042,
IL,202309,202312,Total number of beneficiaries due for renewal in the reporting month (Metric 5),283579,
IL,202309,202312,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),162197,
IL,202309,202312,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),109688,
IL,202309,202312,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),52509,
IL,202309,202312,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),17329,R4
IL,202309,202312,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),15487,
IL,202309,202312,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),1842,R4
IL,202309,202312,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),104053,
IL,202309,202312,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.572,
IL,202309,202312,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.3868,
IL,202309,202312,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.1852,
IL,202309,202312,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.0611,R4
IL,202309,202312,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.0546,
IL,202309,202312,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.0065,R4
IL,202309,202312,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.3669,
IL,202309,202410,Total call center volume (number of calls),274185,C4
IL,202309,202410,Average call center wait time (minutes),22,"C4, C6"
UT,202307,202410,Average call center abandonment rate,0.246,"C3, C4, C5, C6"
IL,202308,202311,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),297385,
IL,202308,202311,Total number of beneficiaries due for renewal in the reporting month (Metric 5),336683,
IL,202308,202311,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),202769,
IL,202308,202311,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),139729,
IL,202308,202311,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),63040,
IL,202308,202311,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),18629,R4
IL,202308,202311,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),16618,
IL,202308,202311,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),2011,R4
IL,202308,202311,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),115285,
IL,202308,202311,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.6023,
IL,202308,202311,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.415,
IL,202308,202311,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.1872,
IL,202308,202311,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.0553,R4
IL,202308,202311,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.0494,
IL,202308,202311,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.006,R4
IL,202308,202311,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.3424,
IL,202308,202410,Total call center volume (number of calls),320835,C4
IL,202308,202410,Average call center wait time (minutes),17,"C4, C6"
VA,202307,202410,Average call center abandonment rate,0.089,"C3, C4, C6"
IL,202307,202310,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),284180,
IL,202307,202310,Total number of beneficiaries due for renewal in the reporting month (Metric 5),350563,
IL,202307,202310,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),202309,
IL,202307,202310,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),125829,
IL,202307,202310,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),76480,
IL,202307,202310,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),23903,R4
IL,202307,202310,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),20899,
IL,202307,202310,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),3004,R4
IL,202307,202310,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),124351,
IL,202307,202310,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.5771,
IL,202307,202310,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.3589,
IL,202307,202310,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.2182,
IL,202307,202310,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.0682,R4
IL,202307,202310,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.0596,
IL,202307,202310,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.0086,R4
IL,202307,202310,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.3547,
IL,202307,202410,Total call center volume (number of calls),159272,C4
IL,202307,202410,Average call center wait time (minutes),16,"C4, C6"
VT,202307,202410,Average call center abandonment rate,0.09,"C4, C5, C6, C7"
IL,202306,202309,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),336080,
IL,202306,202309,Total number of beneficiaries due for renewal in the reporting month (Metric 5),199040,
IL,202306,202309,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),128370,
IL,202306,202309,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),84184,
IL,202306,202309,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),44186,
IL,202306,202309,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),15149,R4
IL,202306,202309,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),11134,
IL,202306,202309,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),4015,R4
IL,202306,202309,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),55521,
IL,202306,202309,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.6449,
IL,202306,202309,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.423,
IL,202306,202309,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.222,
IL,202306,202309,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.0761,R4
IL,202306,202309,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.0559,
IL,202306,202309,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.0202,R4
IL,202306,202309,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.2789,
IL,202306,202410,Total call center volume (number of calls),149505,C4
IL,202306,202410,Average call center wait time (minutes),13,"C4, C6"
WA,202307,202410,Average call center abandonment rate,0.06,"C3, C4, C6"
IL,202305,202308,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),385567,
IL,202305,202308,Total number of beneficiaries due for renewal in the reporting month (Metric 5),,
IL,202305,202308,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),,
IL,202305,202308,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),,
IL,202305,202308,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),,
IL,202305,202308,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),,
IL,202305,202308,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),,
IL,202305,202308,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),,
IL,202305,202308,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),,
IL,202305,202308,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),,
IL,202305,202308,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),,
IL,202305,202308,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),,
IL,202305,202308,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),,
IL,202305,202308,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),,
IL,202305,202308,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),,
IL,202305,202308,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),,
IL,202305,202410,Total call center volume (number of calls),138331,C4
IL,202305,202410,Average call center wait time (minutes),12,"C4, C6"
WI,202307,202410,Average call center abandonment rate,0.211,"C1, C4, C5, C6"
IL,202304,202307,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),113663,R3
IL,202304,202307,Total number of beneficiaries due for renewal in the reporting month (Metric 5),,
IL,202304,202307,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),,
IL,202304,202307,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),,
IL,202304,202307,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),,
IL,202304,202307,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),,
IL,202304,202307,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),,
IL,202304,202307,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),,
IL,202304,202307,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),,
IL,202304,202307,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),,
IL,202304,202307,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),,
IL,202304,202307,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),,
IL,202304,202307,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),,
IL,202304,202307,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),,
IL,202304,202307,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),,
IL,202304,202307,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),,
IL,202304,202410,Total call center volume (number of calls),115971,C4
IL,202304,202410,Average call center wait time (minutes),10,"C4, C6"
WV,202307,202410,Average call center abandonment rate,0.256,"C4, C5, C6"
IL,202303,202307,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),,
IL,202303,202307,Total number of beneficiaries due for renewal in the reporting month (Metric 5),,
IL,202303,202307,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),,
IL,202303,202307,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),,
IL,202303,202307,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),,
IL,202303,202307,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),,
IL,202303,202307,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),,
IL,202303,202307,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),,
IL,202303,202307,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),,
IL,202303,202307,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),,
IL,202303,202307,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),,
IL,202303,202307,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),,
IL,202303,202307,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),,
IL,202303,202307,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),,
IL,202303,202307,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),,
IL,202303,202307,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),,
IL,202303,202410,Total call center volume (number of calls),172227,"C4, C5"
IL,202303,202410,Average call center wait time (minutes),11,"C4, C5, C6"
WY,202307,202410,Average call center abandonment rate,0.005,C1
IN,202407,202410,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),119951,
IN,202407,202410,Total number of beneficiaries due for renewal in the reporting month (Metric 5),122092,
IN,202407,202410,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),93895,
IN,202407,202410,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),82750,
IN,202407,202410,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),11145,
IN,202407,202410,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),7083,
IN,202407,202410,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),2623,
IN,202407,202410,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),4460,
IN,202407,202410,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),21114,
IN,202407,202410,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.7691,
IN,202407,202410,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.6778,
IN,202407,202410,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.0913,
IN,202407,202410,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.058,
IN,202407,202410,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.0215,
IN,202407,202410,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.0365,
IN,202407,202410,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.1729,
IN,202407,202410,Total call center volume (number of calls),286185,"C4, C5, C6"
IN,202407,202410,Average call center wait time (minutes),3,"C4, C5, C6"
AK,202308,202410,Average call center abandonment rate,0.19,C5
IN,202406,202409,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),122092,
IN,202406,202409,Total number of beneficiaries due for renewal in the reporting month (Metric 5),131415,
IN,202406,202409,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),102985,
IN,202406,202409,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),91452,
IN,202406,202409,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),11533,
IN,202406,202409,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),7071,
IN,202406,202409,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),2492,
IN,202406,202409,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),4579,
IN,202406,202409,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),21359,
IN,202406,202409,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.7837,
IN,202406,202409,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.6959,
IN,202406,202409,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.0878,
IN,202406,202409,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.0538,
IN,202406,202409,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.019,
IN,202406,202409,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.0348,
IN,202406,202409,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.1625,
IN,202406,202410,Total call center volume (number of calls),246083,"C4, C5, C6"
IN,202406,202410,Average call center wait time (minutes),1,"C4, C5, C6"
AL,202308,202410,Average call center abandonment rate,0.132,"C4, C6"
IN,202405,202408,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),131415,
IN,202405,202408,Total number of beneficiaries due for renewal in the reporting month (Metric 5),109904,
IN,202405,202408,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),86549,
IN,202405,202408,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),77173,
IN,202405,202408,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),9376,
IN,202405,202408,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),6286,
IN,202405,202408,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),2230,
IN,202405,202408,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),4056,
IN,202405,202408,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),17069,
IN,202405,202408,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.7875,
IN,202405,202408,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.7022,
IN,202405,202408,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.0853,
IN,202405,202408,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.0572,
IN,202405,202408,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.0203,
IN,202405,202408,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.0369,
IN,202405,202408,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.1553,
IN,202405,202410,Total call center volume (number of calls),273933,"C4, C5, C6"
IN,202405,202410,Average call center wait time (minutes),3,"C4, C5, C6"
AR,202308,202410,Average call center abandonment rate,0.073,"C5, C6"
IN,202404,202407,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),109904,
IN,202404,202407,Total number of beneficiaries due for renewal in the reporting month (Metric 5),115048,
